"","X","x","y","ID","Entity","Year","Time","Age","Sex","Disposition","TotL_ft","TotL_cm","SVL_cm","Weight_lbs","Weight_kg","Easting","Northing","GeneralLocation","Method","Additional_ID","County","Designation","Observer","Sentinel","EggCount","SizeEstimate","Percent_Hidden","SnakeTemp","AirTemp","ShadeTemp","GroundTemp","PavementTemp","BurowFeature","Microhabitat","Comments","Behavior","GlobalID","Breeding","Sector_I","Sector_II","Scout_2","Scout_3","Scout_4","Scout_5","Scout_Association","Date","timestamp"
"140",177,-81.6445930851862,26.0266262014809,"BP01-18FEB20","COSWFL",2020,1214,"Adult","Female","A",9,274,242,28.6,13,435504,2878792,"Fiddler’s Agricultural","Scout","","Collier","Fiddler's Creek","IB, IE, AlF ","McLovin",23,"",NA,NA,NA,NA,NA,NA,"","","caught courting on levee under vine cover w/ PYBI-62","Courting/Mating","{0AA8F152-5823-4097-9343-ABE48FDB792A}","YES","South","East","","","","","direct","2020-02-18","2020-02-18 1214"
"141",212,-81.6371243384216,26.017004299168,"BP02-20JAN21","COSWFL",2021,1255,"Adult","Female","A",11.4,346,309,52.1,23.7,436240,2877725,"Auto Ranch Rd","Scout","","Collier","Development","IB, IE, ME","McLovin",42,"",NA,NA,NA,25,29.8999996185303,NA,"","Disturbed area on top of mound","","Basking","{52D45E3E-51A8-4DEA-9DD4-BD2C49965602}","YES","South","East","","","","","direct","2021-01-20","2021-01-20 1255"
"142",82,-81.6536217718682,26.0117574535209,"BP01-28DEC17","COSWFL",2017,1045,"Adult","Male","Alive",9.1,277,238,24,10.9,434593,2877149,"Fiddler's Agricultural, S Line","Scout","","Collier","Fiddler's Creek","IB, IE, MH, AF","Mick",NA,"",NA,NA,NA,NA,NA,NA,"","","shedding; found in proximity to male telemetered animal (PYBI-39) along S edge of levee in dense para","","{D3A2D2D6-5C64-4B06-8951-D0F95509E91A}","","South","East","","","","","direct","2017-12-28","2017-12-28 1045"
"143",86,-81.6566582065236,26.0079151933817,"BP01-16JAN18","COSWFL",2018,1150,"Adult","Female","Alive",9.8,300,263,30,13.6,434287,2876725,"RIBS","Scout","","Collier","RIBS","IB, IE, MH","Mick",27,"",NA,NA,NA,NA,NA,NA,"","","on edge of ribs near fence","","{0F4B8C15-600F-4523-81A4-4961EB3C11AF}","YES","South","East","","","","","indirect","2018-01-16","2018-01-16 1150"
"144",108,-81.6539537280217,26.012153249694,"BP01-21MAR18","COSWFL",2018,1149,"Adult","Female","Alive",11.8,360,317,59.1,26.8,434560,2877193,"Fiddler's Agricultural","Scout","","Collier","Fiddler's Creek","IE, MH, AuF, KF","Mick",NA,"",95,NA,NA,NA,NA,NA,"","para edge of canal, pepper overstory","mid-size female found next to urate and shed skin (most likely hers) only a meter or two away from Mick; has large prey item!!","Undercover","{1D48E6BC-3F2C-4FCC-BDD6-1B3C7FE336B8}","","South","East","","","","","direct","2018-03-21","2018-03-21 1149"
"145",117,-81.6483748335584,26.0225442233631,"BP01-07JAN19","COSWFL",2019,1100,"Adult","Male","Alive",8.9,272,237,17.7,8.1,435124,2878341,"Fiddlers Agricultural","Scout","","Collier","Fiddler's Creek","IB, IE, KK","Mick",NA,"",NA,NA,NA,NA,NA,NA,"","levee","Found next to mick and close to Elvis","Undercover, Courting/Mating","{C94E4E19-CADA-431B-A22A-FDE61606660C}","","South","East","Elvis","","","","direct","2019-01-07","2019-01-07 1100"
"146",144,-81.6442332107519,26.0254341174007,"BP04-12MAR19","COSWFL",2019,1137,"Adult","Female","Alive",11.5,351,309,51.4,23.3,435540,2878659,"Fiddler's Agricultural","Scout","","Collier","Fiddler's Creek","IB, IE, KK","Mick",36,"",NA,NA,NA,NA,NA,NA,"","Para patch at edge of artificial lake ","In para grass bemeath Mick while mate gaurding on edge of artificial lake","under male","{A3BEA9E0-10F6-4E62-B46F-9941B717B5CA}","YES","South","East","","","","","direct","2019-03-12","2019-03-12 1137"
"147",150,-81.6432909025027,26.0106593092812,"BP01-12DEC19","COSWFL",2019,1258,"Adult","Male","A",8.8,269,232,18.3,8.3,435624,2877025,"Eagle Island","Scout","PYBI-65 Darwin","Collier","Fiddler's Creek","IB, IE, AlF","Newton",NA,"",NA,NA,NA,NA,NA,NA,"","saw palmetto/ oak scrub","on the move, indirect capture (PYBI - 50), stopped underneath saw palmetto","Traveling","{0C3EBE30-A0EF-4CBE-85E2-D985548CA0E1}","","South","East","","","","","direct","2019-12-12","2019-12-12 1258"
"148",156,-81.6507097357213,26.0091795112953,"BP01-14JAN20","COSWFL",2020,1248,"Adult","Male","A",7.9,241,208,12.9,5.9,434878,2876862,"S of Fiddler's Agricultural","Scout","","Collier","Fiddler's Creek"," IB AlF","Newton",NA,"",NA,NA,NA,NA,NA,NA,"","cabbage palm hammock","labyrinth","Basking","{08A91C24-D0BD-4982-A75F-AE7498EDAB06}","","South","East","","","","","direct","2020-01-14","2020-01-14 1248"
"149",190,-81.6493596809201,26.0099094959181,"BP01-03MAR20","COSWFL",2020,1309,"Adult","Female","A",10.5,320,282,36.6,16.6,435020,2876945,"S of Fiddlers’ Agricultural ","Scout","","Collier","Fiddler's Creek"," IB, IE, AlF, AF","Newton",28,"",NA,NA,NA,NA,NA,NA,"","","caught in aggregation with PYBI-50; recovered PYBI-40","Courting/Mating","{63BA45E5-EA8B-406F-815B-9DE9435433E3}","YES","South","East","","","","","direct","2020-03-03","2020-03-03 1309"
"150",242,-81.6348077536327,26.0027593654889,"BP01-23FEB21","COSWFL",2021,1340,"Adult","Female","A",14.4,439,396,88.3,40.1,436470,2876141,"N of Curcie Rd","Scout","","Collier","Curcie","IB, IE, ME","Newton",58,"",100,NA,NA,30.5,32.5,NA,"Natural","","","Underground","{92D27A01-E6B3-4484-ADA8-8041BDA26A89}","YES","South","East","","","","","direct","2021-02-23","2021-02-23 1340"
"151",243,-81.6348077536327,26.0027593654889,"BP02-23FEB21","COSWFL",2021,1340,"Adult","Male","A",9.3,282,232,31.8,14.4,436470,2876141,"N of Curcie Rd","Scout","","Collier","Curcie","IB, IE, ME","Newton",NA,"",100,NA,NA,30.5,32.5,NA,"Natural","","shedding","Underground","{E7B79D12-ACD2-44C8-9BC9-D4785E6A7EB4}","","South","East","","","","","direct","2021-02-23","2021-02-23 1340"
"152",202,-81.7153458256025,26.0207504243057,"BP01-28DEC20","COSWFL",2020,1543,"Adult","Male","A",8.5,258,224,17,7.7,428424,2878181,"","Scout","","Collier","RBNERR"," IB, IE, ME","Orion",NA,"",NA,NA,NA,24.7000007629395,26.5,NA,"Natural","Spoil mound in disturbed mangrove forest","","Coiled","{93BA7F24-47B0-4F45-9A0D-BFBEC5AFB6AC}","","South","West","Shrek","","","","direct","2020-12-28","2020-12-28 1543"
"153",248,-81.7184094755153,26.0157986812355,"BP01-01MAR21","COSWFL",2021,1020,"Adult","Female","A",15.3,466,412,108.5,49.2,428109,2877633,"Shell Island Rd","Scout","","Collier","RBNERR","IB, IE, ME","Orion",61,"",90,27.6000003814697,NA,27.6000003814697,29.7999992370605,NA,"","","","Courting/Mating","{4A4590ED-C356-42CE-A1D5-77631FE1C48D}","YES","South","West","","","","","direct","2021-03-01","2021-03-01 1020"
"154",300,-81.7075517377479,26.0193069273613,"BP02-15FEB22","COSWFL",2022,1318,"Adult","Female","A",15.1,460,407,85.5,38.75,429200,2878015,"Shell Island Rd","Scout","","Collier","RBNERR"," IB, IE, KyF ","Orion",49,"",NA,NA,NA,NA,NA,NA,"","Fern patch on the edge of a cat tail pond ","","","{54D33C7E-1F3D-455A-9E85-547619C50861}","YES","South","West","","","","","direct","2022-02-15","2022-02-15 1318"
"155",114,-81.6233861707848,25.9990329394677,"BP02-31DEC18","COSWFL",2018,1301,"Adult","Female","Alive",12.3,375,335,66.9,30.4,437612,2875725,"W of CSSP; N of Curcie","Scout","","Collier","Curcie","IE, KK, AF","Quatro",44,"",NA,NA,NA,NA,NA,NA,"","dense mixed hardwood w/ ferns","being courted by 30 lb male nearby sentinel male (PYBI-47)","Courting/Mating","{A4AEB298-BC34-4723-9ABB-936FE05555C4}","YES","South","East","","","","","direct","2018-12-31","2018-12-31 1301"
"156",115,-81.6233861707848,25.9990329394677,"BP03-31DEC18","COSWFL",2018,1301,"Adult","Male","Alive",11.1,337,295,30.2,13.7,437612,2875725,"W of CSSP; N of Curcie","Scout","PYBI-54 Seververus","Collier","Curcie","IE, KK, AF","Quatro",NA,"",NA,NA,NA,NA,NA,NA,"","dense mixed hardwood w/ ferns","courting female in proximity to male sentinel animal","Courting/Mating","{B1FF521F-6925-4928-A13B-ADD1734583C5}","","South","East","","","","","direct","2018-12-31","2018-12-31 1301"
"157",139,-81.625590809735,25.994589919282,"BP01-06MAR19","COSWFL",2019,1100,"Adult","Female","Alive",15.6,475,421,158.3,71.8,437389,2875234,"Curcie Lake","Scout","","Collier","Curcie","IB, IE, KK","Quatro",86,"",0,NA,NA,NA,NA,NA,"","mangrove edge of curcy lake with dense ferns at edge of sawgrass patch","Giant LAB 5m from quatro","Basking","{E06EB499-24F9-4B7A-AA66-0915B65099D2}","YES","South","East","","","","","direct","2019-03-06","2019-03-06 1100"
"158",157,-81.6313749778564,25.9909501852884,"BP01-18JAN20","COSWFL",2020,1157,"Adult","Female","A",11.6,355,315,48.4,22,436769,2874858,"Curcie Lake","Scout","","Collier","Curcie","IB, AF, AlF","Quatro",38,"",NA,NA,NA,NA,NA,NA,"","","caught basking near Quatro","Basking","{A8C05871-BA17-43D3-8584-AC8DF5F5C9C1}","YES","South","East","","","","","direct","2020-01-18","2020-01-18 1157"
"159",163,-81.6311445329716,25.9958053533172,"BP02-30JAN20","COSWFL",2020,1108,"Adult","Female","A",13.2,403,354,77.9,35.4,436832,2875372,"Curcie Lake","Scout","","Collier","Curcie"," IB, IE, AlF, AF","Quatro",37,"",NA,NA,NA,NA,NA,NA,"","Oak Hammock","","","{BF310441-8D85-4748-A3E5-54BBD0D971B3}","YES","South","East","","","","","direct","2020-01-30","2020-01-30 1108"
"160",171,-81.629175673505,25.9913796291713,"BP01-13FEB20","COSWFL",2020,1432,"Adult","Female","A",11.5,351,308,47.7,21.7,437030,2874881,"Curcie Lake","Scout","","Collier","Curcie","IB, IE, AlF, AF","Quatro",34,"",NA,NA,NA,NA,NA,NA,"","","found resting nearby PYBI-47","Basking","{A4920E78-59DD-4339-9B1E-CE39F13C3B3C}","YES","South","East","","","","","direct","2020-02-13","2020-02-13 1432"
"161",249,-81.6077656475206,25.9989616872574,"BP02-01MAR21","COSWFL",2021,1530,"Adult","Female","A",13.4,407,361,88.6,40.2,439173,2875714,"S of Old San Marco Rd","Scout","","Collier","CSSP","IB, IE, ME","Quatro",56,"",20,NA,NA,33.2999992370605,36.7000007629395,NA,"","","","Basking","{3A0002E5-E7A0-4BDA-8F4C-4E9BAA665B88}","YES","South","East","","","","","direct","2021-03-01","2021-03-01 1530"
"162",128,-81.6316217692397,25.9976066607905,"BP01-18FEB19","COSWFL",2019,1303,"Adult","Male","Alive",8.5,258,223,14.1,6.4,436787,2875571,"Curcie Lake","Scout","","Collier","Curcie","IB, IE, KK","Severus",NA,"",NA,NA,NA,NA,NA,NA,"","Edge of pond ","Severus, female and two smaller males","","{5101BBB0-6D65-4709-9584-8C6AD730F914}","","South","East","","","","","direct","2019-02-18","2019-02-18 1303"
"163",129,-81.631622203778,25.9976879246255,"BP02-18FEB19","COSWFL",2019,1303,"Adult","Female","Alive",14.3,435,385,113.5,51.5,436787,2875580,"Curcie Lake","Scout","","Collier","Curcie","IB, IE, KK","Severus",71,"",NA,NA,NA,NA,NA,NA,"","Edge of pond ","Severus, female and two smaller males","","{1C5BA89A-287B-477A-A600-016EB1749AB1}","YES","South","East","","","","","direct","2019-02-18","2019-02-18 1303"
"164",301,-81.7214934480675,26.0249323939396,"BP01-16FEB22","COSWFL",2022,1325,"Adult","Female","A",16.3,496,435,124.6,56.5,427810,2878646,"Shell island","Scout","","Collier","RBNERR"," IB, IE, KyF ","Shrek",43,"",0,NA,NA,NA,NA,NA,"","Small island with a buttonwood shield around the island, female was outstretched basking in fern patch ","","Basking","{0ECB355F-A418-44DB-A720-B0493C5C45EB}","","South","West","","","","","direct","2022-02-16","2022-02-16 1325"
"165",373,-81.7150053086392,26.0123185528279,"BP01-21FEB23","COSWFL",2023,1040,"Adult","Male","A",8.9,270,233,14.3,6.5,428452,2877244,"Shell Island Rd","Scout","","Collier","RBNERR"," IE, BH, TB","Shrek",NA,"",0,NA,NA,NA,NA,NA,"","","","Stretched Out","{6A2319C1-AE79-4E88-82FD-1F6289DD01D4}","","South","West","Malcolm","","","","direct","2023-02-21","2023-02-21 1040"
"166",374,-81.7149696986966,26.0124143097756,"BP02-21FEB23","COSWFL",2023,1057,"Adult","Female","A",13.5,412,368,82.1,37.3,428454,2877252,"Shell Island Rd","Scout","","Collier","RBNERR"," IE, BH, TB","Shrek",60,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{24ECCF35-C4C0-4561-9C0A-43C66B0F610E}","YES","South","West","Malcolm","","","","direct","2023-02-21","2023-02-21 1057"
"167",375,-81.7149529027234,26.0123631545345,"BP03-21FEB23","COSWFL",2023,1057,"Adult","Male","A",13.3,404,353,56.9,25.8,428454,2877252,"Shell Island Rd","Scout","","Collier","RBNERR"," IE, BH, TB","Shrek",NA,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{133A7E30-FD0D-4D87-B359-0E9CCDCFCE45}","","South","West","Malcolm","","","","direct","2023-02-21","2023-02-21 1057"
"168",415,-81.7147886442806,26.0189289090441,"BP01-27FEB24","COSWFL",2024,1040,"Adult","Female","A",10.9,333,291,42.7,19.5,428475,2877956,"Shell Island Rd","Scout","","Collier","RBNERR"," IB IE Cw ","Shrek",33,"",NA,NA,NA,NA,NA,NA,"","","","Coiled","{51063C74-29F7-4FAC-8BD6-D159CCBA65C8}","YES","","","Malcolm","Jensen","","","","2024-02-27","2024-02-27 1040"
"169",5,-81.6459408958509,25.9978052760012,"BP01-03DEC14","COSWFL",2014,1200,"Adult","Male","Alive",10.4,317,274,36.2,16.4,435354,2875600,"Curcie Rd","Scout","PYBI - 15","Collier","RBNERR","IB","Stella",NA,"",NA,NA,NA,NA,NA,NA,"","","male research animal - Brando","Courting/Mating","{36C6C3C3-7339-4C01-85FB-A1511E41EA14}","","South","East","","","","","direct","2014-12-03","2014-12-03 1200"
"170",4,-81.694823012371,26.0220936337043,"BP01-26MAR14","COSWFL",2014,1200,"Adult","Female","Alive",9.4,286,251,27.7,12.6,430476,2878315,"Ochos Rios Dr ","Scout","","Collier","Development","IB","Sugar Pie",28,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{5093A582-A6D0-4D9A-9CAB-BF8561B7C742}","YES","South","East","","","","","direct","2014-03-26","2014-03-26 1200"
"171",6,-81.6568364596401,26.007625440212,"BP01-22DEC14","COSWFL",2014,1200,"Adult","Male","Alive",8.2,250,219,17.5,7.9,434269,2876693,"Marco Island Water Treatment Plant","Scout","","Collier","RIBS","IB/CE","Sweet Pea",NA,"",NA,NA,NA,NA,NA,NA,"","","(euth 12JAN15) found in proximity to female research animal (PYBI - 02) / Ammit Cailins snake","Courting/Mating","{4E3B57D1-4B1A-49AC-B233-58AB29E72A53}","","South","East","","","","","direct","2014-12-22","2014-12-22 1200"
"172",7,-81.6564505279495,26.0083044042679,"BP01-16JAN15","COSWFL",2015,1200,"Adult","Male","Alive",9.6,293,253,27.9,12.7,434308,2876768,"Marco Island Water Treatment Plant","Scout","","Collier","RIBS","PTA/IB","Sweet Pea",NA,"",NA,NA,NA,NA,NA,NA,"","","(euth 27JAN15) found in proximity to female research animal (PYBI - 02)","Courting/Mating","{7FD9323E-E139-4EF9-8E2F-F0FFBCEA7361}","","South","East","","","","","direct","2015-01-16","2015-01-16 1200"
"173",8,-81.6562528905375,26.0087025987671,"BP01-26JAN15","COSWFL",2015,1200,"Adult","Male","Alive",8.7,265,229,20.2,9.2,434328,2876812,"Marco Island Water Treatment Plant","Scout","","Collier","RIBS","IB/CE","Sweet Pea",NA,"",NA,NA,NA,NA,NA,NA,"","","(euth 27JAN15) found in proximity to female research animal (PYBI - 02)","Courting/Mating","{E50D4C97-F8C7-4108-BD8B-D9D7AE55D178}","","South","East","","","","","direct","2015-01-26","2015-01-26 1200"
"174",148,-81.6069904462272,25.997486497308,"BP01-04DEC19","COSWFL",2019,1226,"Adult","Female","A",12.8,391,343,76.7,34.8,439252,2875546,"S of Old San Marco Rd","Scout","","Collier","CSSP","IB, IE, AlF","Thor",57,"",NA,NA,NA,NA,NA,NA,"","burrow","found in burrow in proximity to telemetered male (PYBI-51)","Courting/Mating","{9537F982-8019-4845-9CB9-5E864EED2576}","YES","South","East","","","","","direct","2019-12-04","2019-12-04 1226"
"175",19,-81.6582567407657,26.0096596446338,"BP01-15DEC15","COSWFL",2015,1200,"Adult","Male","Alive",9.2,281,234,24.3,11,434128,2876919,"Marco Island Water Treatment Plant","Scout","","Collier","RIBS","IB,CPE,IE","Valentina",NA,"",NA,NA,NA,NA,NA,NA,"","flooded NW cell","(euth18DEC15); found in proximity to female research animal (PYBI - 09)","Courting/Mating","{4F0A7587-ACDD-43F8-BB63-88DA6F6BF522}","","South","East","","","","","direct","2015-12-15","2015-12-15 1200"
"176",20,-81.6680295894312,26.0167300412959,"BP01-23DEC15","COSWFL",2015,1200,"Adult","Male","Alive",8.9,272,237,21.2,9.6,433154,2877707,"Fiddler's Creek","Scout","","Collier","Fiddler's Creek","IB,CPE,IE","Valentina",NA,"",NA,NA,NA,NA,NA,NA,"","along Fiddler's lake, near construction area","Labryinth pattern; found in proximity to female research animal (PYBI - 09)","Courting/Mating","{AB1F7AA6-7805-4A7E-AC72-E51C42D53280}","","South","East","","","","","direct","2015-12-23","2015-12-23 1200"
"177",151,-81.6542897217221,26.0062012426629,"BP01-20DEC19","COSWFL",2019,1155,"Adult","Female","A",14.3,437,387,97.6,44.3,434587,2876490,"S of Fiddler's Agricultural","Scout","","Collier","RBNERR","IB, AlF","Ziggy",68,"",NA,NA,NA,NA,NA,NA,"","pine/palmetto island surrounded by wetland","shedding","Shedding","{98AB44E3-4194-408E-8B15-77D36A2E5F56}","YES","South","East","","","","","direct","2019-12-20","2019-12-20 1155"
"178",178,-81.6408092873648,26.0071174776698,"BP01-19FEB20","COSWFL",2020,1207,"Adult","Female","A",10.9,333,293,38.4,17.4,435872,2876629,"E of Eagle Island","Scout","","Collier","RBNERR","IB, IE, AlF","Ziggy",24,"",NA,NA,NA,NA,NA,NA,"","","found in DILLO burrow","","{B0C3765B-7525-4D3B-88C6-CA1D25EE5A0E}","YES","South","East","","","","","direct","2020-02-19","2020-02-19 1207"
"179",269,-81.6709783608955,26.0114188235708,"BP01-06JAN22","COSWFL",2022,1249,"Adult","Female","A",9.9,302,270,28.6,13,432855,2877116,"No Man's Land","Scout","","Collier","RBNERR"," IB, IE, KyF ","Ziggy",22,"",0,NA,NA,NA,NA,NA,"","Cabbage palm buttonwood hammock ","100% basking in the sun, very recent prey item. Nest: 432856 2877113","Digesting","{FCFA4A2C-8566-4DDD-B4C9-F98AA721B516}","YES","South","East","","","","","direct","2022-01-06","2022-01-06 1249"
"180",287,-81.667319073846,26.0014593549107,"BP01-31JAN22","COSWFL",2022,1200,"Adult","Female","A",10.4,318,280,39.4,17.9,433212,2876016,"Road to Nowhere","Scout","","Collier","RBNERR"," IE, KyF","Ziggy",32,"",0,NA,NA,NA,NA,NA,"","","Outstretched along basking female","Courting/Mating","{44C92C19-BFF0-4606-9319-37F935438E0B}","YES","South","East","","","","","indirect","2022-01-31","2022-01-31 1200"
"181",288,-81.667319073846,26.0014593549107,"BP02-31JAN22","COSWFL",2022,1217,"Adult","Male","A",10.5,321,279,29.3,13.3,433212,2876016,"Road to Nowhere","Scout","","Collier","RBNERR"," IE, KyF","Ziggy",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{174E6077-B483-4365-A476-4B02743C13E9}","","South","East","","","","","indirect","2022-01-31","2022-01-31 1217"
"182",339,-81.6403585565047,26.0067438091347,"BP02-05JAN23","COSWFL",2023,1209,"Adult","Female","A",15.5,473,423,108.9,49.4,439447,2877556,"Auto Ranch Rd","Scout","","Collier","RBNERR"," IB, IE, BH, TB","Ziggy",56,"",80,NA,NA,NA,NA,NA,"","","","Coiled","{1A2636C4-8ED8-444B-A800-9D169DA8E6F8}","YES","South","East","","","","","direct","2023-01-05","2023-01-05 1209"
"183",371,-81.6429127944138,26.0100772277341,"BP01-16FEB23","COSWFL",2023,147,"Adult","Male","A",8.8,267,234,16.1,7.3,435658,2876962,"Eagle Island ","Scout","","Collier","Fiddler's Creek"," IB, IE, BH, TB","Ziggy",NA,"",100,NA,NA,NA,NA,NA,"","","","Underground","{EBD679AF-3D49-470D-AEDE-691F620DBF35}","","South","East","Darryl McLovin","","","","direct","2023-02-16","2023-02-16 0147"
"184",372,-81.6429127944138,26.0100772277341,"BP02-16FEB23","COSWFL",2023,147,"Adult","Female","A",11,334,296,42.7,19.4,435658,2876962,"Eagle Island","Scout","","Collier","Fiddler's Creek"," IB, IE, BH, TB","Ziggy",33,"",100,NA,NA,NA,NA,NA,"GOTO","","","Underground","{48C62324-D5ED-47E5-B86D-21E7FCCE74C3}","YES","South","East","Darryl McLovin","","","","direct","2023-02-16","2023-02-16 0147"
"185",414,-81.6434833388433,26.0089090265427,"BP01-22FEB24","COSWFL",2024,1130,"Adult","Female","A",11.5,350,311,42.6,19.3,435606,2876830,"Eagle Island","Scout","","Collier","RBNERR"," ","Ziggy",32,"",NA,NA,NA,NA,NA,NA,"","","","","{E17BF2E0-6981-4F21-91FF-38B8A50EC2EB}","","","","","","","","direct","2024-02-23","2024-02-23 1130"
"186",477,-81.6500628360978,26.0030193454831,"BP01-20FEB25","COSWFL",2025,1230,"Adult","Female","A",15.6,476,421,121.6,55.14,434943,2876181,"S of Fiddler’s Agricultural","Scout","","Collier",""," IB, IE, AF, JE","Ziggy",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{417D9E8B-B545-4148-9E77-6B6C9380C42B}","","","","","","","","direct","2025-02-21","2025-02-21 1230"
